schema_version,row_kind,backtest_input_status,candidate_id,ticker,evaluation_id,evidence_source_path,evaluation_window_start,evaluation_window_end,fold_index,fold_start,fold_end,fold_period_count,walk_forward_status,walk_forward_method,strategy_return,reference_return,relative_return,relative_return_positive,valid_security_count,reference_security_count,aggregate_strategy_return,aggregate_reference_return,aggregate_relative_return,walk_forward_fold_count,walk_forward_passing_fold_count,walk_forward_passing_fold_ratio,metric_total_return,metric_annualized_return,metric_max_drawdown,metric_annualized_volatility,metric_sharpe_ratio,metric_turnover_proxy,metric_coverage_ratio,benchmark_comparison,no_lookahead_check,no_feedback_check,production_boundary_check,v1_6_candidate_match_status,v1_6_manual_review_priority,v1_6_confidence_score,v1_6_confidence_support_status,v1_6_horizon_stability_status,v1_6_split_stability_status,v1_6_redundancy_status_summary,v1_6_readiness_verdict,v1_6_missing_dependencies,blocker_codes,manual_review_only_notice,evidence_only_notice,prohibited_actions_notice
v1_6_walk_forward_backtest_input_v1,walk_forward_fold,walk_forward_fold_ready,sc:ecard:02f56db7dbb7475b226d,,ee_v0_3_20260506_sc_ecard_02f56db7dbb7475b226d,Quant_mvp\backtest_mvp\docs\v0_3_evaluation_evidence\momentum_cohort_1\ee_v0_3_20260506_sc_ecard_02f56db7dbb7475b226d.md,2015-01-02,2025-12-02,1,2015-01-30,2018-11-29,37,recorded_walk_forward_fail,chronological_fold_stability_over_existing_candidate_evaluation_periods_using_no_lookahead_backtest_period_returns,-0.2254787605033729,-0.15397767517928884,-0.07150108532408406,false,587,7960,-0.33157891987074184,-0.270661347208625,-0.06091757266211684,3,1,0.3333333333333333,0.9478898686276229,0.0647010863566937,-0.6092164024086726,0.2968075686560764,0.35818175172278915,0.8618159203980099,0.9916334661354582,available_equal_weight_local_price_input_reference,ranking_snapshot_uses_prices_available_through_ranking_date_close; execution_lag_days >= 1,evaluation_metrics_must_not_feed_scores_rankings_reports_models_or_auto_adoption,no_automatic_production_activation_claim,missing_v1_6_candidate_match,,,,,,,V2_0_NOT_READY,insufficient_horizon_coverage;insufficient_layer_redundancy_evidence;insufficient_split_or_seed_coverage;missing_input_column:coverage;missing_input_column:data_quality;missing_input_column:stability,universe_survivorship_bias_warning;corporate_action_adjustment_unknown;non_point_in_time_constituent_warning;upstream_row_blocked;insufficient_price_history;missing_exit_price;suspended_or_delisted_like_price_rows_excluded;identical_duplicate_ticker_date_rows_collapsed,"manual_review_priority is a human review queue category, not an automated ordering or action instruction",v1.6 walk-forward dataset is candidate-only evidence preparation for backtest review,"No live trading, brokerage integration, order generation, automatic rebalance instruction, production ranking replacement, valuation scoring, fundamental scoring, expected-return claim, future-return claim, or proven-alpha claim is created by this artifact."
v1_6_walk_forward_backtest_input_v1,walk_forward_fold,walk_forward_fold_ready,sc:ecard:02f56db7dbb7475b226d,,ee_v0_3_20260506_sc_ecard_02f56db7dbb7475b226d,Quant_mvp\backtest_mvp\docs\v0_3_evaluation_evidence\momentum_cohort_1\ee_v0_3_20260506_sc_ecard_02f56db7dbb7475b226d.md,2015-01-02,2025-12-02,2,2018-12-28,2022-07-25,37,recorded_walk_forward_fail,chronological_fold_stability_over_existing_candidate_evaluation_periods_using_no_lookahead_backtest_period_returns,-0.35238703197128507,-0.2250374320330718,-0.12734959993821326,false,740,10772,-0.33157891987074184,-0.270661347208625,-0.06091757266211684,3,1,0.3333333333333333,0.9478898686276229,0.0647010863566937,-0.6092164024086726,0.2968075686560764,0.35818175172278915,0.8618159203980099,0.9916334661354582,available_equal_weight_local_price_input_reference,ranking_snapshot_uses_prices_available_through_ranking_date_close; execution_lag_days >= 1,evaluation_metrics_must_not_feed_scores_rankings_reports_models_or_auto_adoption,no_automatic_production_activation_claim,missing_v1_6_candidate_match,,,,,,,V2_0_NOT_READY,insufficient_horizon_coverage;insufficient_layer_redundancy_evidence;insufficient_split_or_seed_coverage;missing_input_column:coverage;missing_input_column:data_quality;missing_input_column:stability,universe_survivorship_bias_warning;corporate_action_adjustment_unknown;non_point_in_time_constituent_warning;upstream_row_blocked;insufficient_price_history;missing_exit_price;suspended_or_delisted_like_price_rows_excluded;identical_duplicate_ticker_date_rows_collapsed,"manual_review_priority is a human review queue category, not an automated ordering or action instruction",v1.6 walk-forward dataset is candidate-only evidence preparation for backtest review,"No live trading, brokerage integration, order generation, automatic rebalance instruction, production ranking replacement, valuation scoring, fundamental scoring, expected-return claim, future-return claim, or proven-alpha claim is created by this artifact."
v1_6_walk_forward_backtest_input_v1,walk_forward_fold,walk_forward_fold_ready,sc:ecard:02f56db7dbb7475b226d,,ee_v0_3_20260506_sc_ecard_02f56db7dbb7475b226d,Quant_mvp\backtest_mvp\docs\v0_3_evaluation_evidence\momentum_cohort_1\ee_v0_3_20260506_sc_ecard_02f56db7dbb7475b226d.md,2015-01-02,2025-12-02,3,2022-08-23,2025-11-04,36,recorded_walk_forward_fail,chronological_fold_stability_over_existing_candidate_evaluation_periods_using_no_lookahead_backtest_period_returns,0.3326044814411495,0.11241460292313632,0.2201898785180132,true,719,10972,-0.33157891987074184,-0.270661347208625,-0.06091757266211684,3,1,0.3333333333333333,0.9478898686276229,0.0647010863566937,-0.6092164024086726,0.2968075686560764,0.35818175172278915,0.8618159203980099,0.9916334661354582,available_equal_weight_local_price_input_reference,ranking_snapshot_uses_prices_available_through_ranking_date_close; execution_lag_days >= 1,evaluation_metrics_must_not_feed_scores_rankings_reports_models_or_auto_adoption,no_automatic_production_activation_claim,missing_v1_6_candidate_match,,,,,,,V2_0_NOT_READY,insufficient_horizon_coverage;insufficient_layer_redundancy_evidence;insufficient_split_or_seed_coverage;missing_input_column:coverage;missing_input_column:data_quality;missing_input_column:stability,universe_survivorship_bias_warning;corporate_action_adjustment_unknown;non_point_in_time_constituent_warning;upstream_row_blocked;insufficient_price_history;missing_exit_price;suspended_or_delisted_like_price_rows_excluded;identical_duplicate_ticker_date_rows_collapsed,"manual_review_priority is a human review queue category, not an automated ordering or action instruction",v1.6 walk-forward dataset is candidate-only evidence preparation for backtest review,"No live trading, brokerage integration, order generation, automatic rebalance instruction, production ranking replacement, valuation scoring, fundamental scoring, expected-return claim, future-return claim, or proven-alpha claim is created by this artifact."
v1_6_walk_forward_backtest_input_v1,walk_forward_fold,walk_forward_fold_ready,sc:ecard:0bde902d7888f21a20a0,,ee_v0_3_20260506_sc_ecard_0bde902d7888f21a20a0,Quant_mvp\backtest_mvp\docs\v0_3_evaluation_evidence\momentum_cohort_1\ee_v0_3_20260506_sc_ecard_0bde902d7888f21a20a0.md,2015-01-02,2025-12-02,1,2015-01-30,2018-11-29,37,recorded_walk_forward_fail,chronological_fold_stability_over_existing_candidate_evaluation_periods_using_no_lookahead_backtest_period_returns,-0.2254787605033729,-0.15397767517928884,-0.07150108532408406,false,587,7960,-0.33157891987074184,-0.270661347208625,-0.06091757266211684,3,1,0.3333333333333333,0.9478898686276229,0.0647010863566937,-0.6092164024086726,0.2968075686560764,0.35818175172278915,0.8618159203980099,0.9916334661354582,available_equal_weight_local_price_input_reference,ranking_snapshot_uses_prices_available_through_ranking_date_close; execution_lag_days >= 1,evaluation_metrics_must_not_feed_scores_rankings_reports_models_or_auto_adoption,no_automatic_production_activation_claim,missing_v1_6_candidate_match,,,,,,,V2_0_NOT_READY,insufficient_horizon_coverage;insufficient_layer_redundancy_evidence;insufficient_split_or_seed_coverage;missing_input_column:coverage;missing_input_column:data_quality;missing_input_column:stability,universe_survivorship_bias_warning;corporate_action_adjustment_unknown;non_point_in_time_constituent_warning;upstream_row_blocked;insufficient_price_history;missing_exit_price;suspended_or_delisted_like_price_rows_excluded;identical_duplicate_ticker_date_rows_collapsed,"manual_review_priority is a human review queue category, not an automated ordering or action instruction",v1.6 walk-forward dataset is candidate-only evidence preparation for backtest review,"No live trading, brokerage integration, order generation, automatic rebalance instruction, production ranking replacement, valuation scoring, fundamental scoring, expected-return claim, future-return claim, or proven-alpha claim is created by this artifact."
v1_6_walk_forward_backtest_input_v1,walk_forward_fold,walk_forward_fold_ready,sc:ecard:0bde902d7888f21a20a0,,ee_v0_3_20260506_sc_ecard_0bde902d7888f21a20a0,Quant_mvp\backtest_mvp\docs\v0_3_evaluation_evidence\momentum_cohort_1\ee_v0_3_20260506_sc_ecard_0bde902d7888f21a20a0.md,2015-01-02,2025-12-02,2,2018-12-28,2022-07-25,37,recorded_walk_forward_fail,chronological_fold_stability_over_existing_candidate_evaluation_periods_using_no_lookahead_backtest_period_returns,-0.35238703197128507,-0.2250374320330718,-0.12734959993821326,false,740,10772,-0.33157891987074184,-0.270661347208625,-0.06091757266211684,3,1,0.3333333333333333,0.9478898686276229,0.0647010863566937,-0.6092164024086726,0.2968075686560764,0.35818175172278915,0.8618159203980099,0.9916334661354582,available_equal_weight_local_price_input_reference,ranking_snapshot_uses_prices_available_through_ranking_date_close; execution_lag_days >= 1,evaluation_metrics_must_not_feed_scores_rankings_reports_models_or_auto_adoption,no_automatic_production_activation_claim,missing_v1_6_candidate_match,,,,,,,V2_0_NOT_READY,insufficient_horizon_coverage;insufficient_layer_redundancy_evidence;insufficient_split_or_seed_coverage;missing_input_column:coverage;missing_input_column:data_quality;missing_input_column:stability,universe_survivorship_bias_warning;corporate_action_adjustment_unknown;non_point_in_time_constituent_warning;upstream_row_blocked;insufficient_price_history;missing_exit_price;suspended_or_delisted_like_price_rows_excluded;identical_duplicate_ticker_date_rows_collapsed,"manual_review_priority is a human review queue category, not an automated ordering or action instruction",v1.6 walk-forward dataset is candidate-only evidence preparation for backtest review,"No live trading, brokerage integration, order generation, automatic rebalance instruction, production ranking replacement, valuation scoring, fundamental scoring, expected-return claim, future-return claim, or proven-alpha claim is created by this artifact."
v1_6_walk_forward_backtest_input_v1,walk_forward_fold,walk_forward_fold_ready,sc:ecard:0bde902d7888f21a20a0,,ee_v0_3_20260506_sc_ecard_0bde902d7888f21a20a0,Quant_mvp\backtest_mvp\docs\v0_3_evaluation_evidence\momentum_cohort_1\ee_v0_3_20260506_sc_ecard_0bde902d7888f21a20a0.md,2015-01-02,2025-12-02,3,2022-08-23,2025-11-04,36,recorded_walk_forward_fail,chronological_fold_stability_over_existing_candidate_evaluation_periods_using_no_lookahead_backtest_period_returns,0.3326044814411495,0.11241460292313632,0.2201898785180132,true,719,10972,-0.33157891987074184,-0.270661347208625,-0.06091757266211684,3,1,0.3333333333333333,0.9478898686276229,0.0647010863566937,-0.6092164024086726,0.2968075686560764,0.35818175172278915,0.8618159203980099,0.9916334661354582,available_equal_weight_local_price_input_reference,ranking_snapshot_uses_prices_available_through_ranking_date_close; execution_lag_days >= 1,evaluation_metrics_must_not_feed_scores_rankings_reports_models_or_auto_adoption,no_automatic_production_activation_claim,missing_v1_6_candidate_match,,,,,,,V2_0_NOT_READY,insufficient_horizon_coverage;insufficient_layer_redundancy_evidence;insufficient_split_or_seed_coverage;missing_input_column:coverage;missing_input_column:data_quality;missing_input_column:stability,universe_survivorship_bias_warning;corporate_action_adjustment_unknown;non_point_in_time_constituent_warning;upstream_row_blocked;insufficient_price_history;missing_exit_price;suspended_or_delisted_like_price_rows_excluded;identical_duplicate_ticker_date_rows_collapsed,"manual_review_priority is a human review queue category, not an automated ordering or action instruction",v1.6 walk-forward dataset is candidate-only evidence preparation for backtest review,"No live trading, brokerage integration, order generation, automatic rebalance instruction, production ranking replacement, valuation scoring, fundamental scoring, expected-return claim, future-return claim, or proven-alpha claim is created by this artifact."
v1_6_walk_forward_backtest_input_v1,walk_forward_fold,walk_forward_fold_ready,sc:ecard:154d648d554b4b22a3d4,,ee_v0_3_20260506_sc_ecard_154d648d554b4b22a3d4,Quant_mvp\backtest_mvp\docs\v0_3_evaluation_evidence\momentum_cohort_1\ee_v0_3_20260506_sc_ecard_154d648d554b4b22a3d4.md,2015-01-02,2025-12-02,1,2015-01-30,2018-11-29,37,recorded_walk_forward_fail,chronological_fold_stability_over_existing_candidate_evaluation_periods_using_no_lookahead_backtest_period_returns,-0.2254787605033729,-0.15397767517928884,-0.07150108532408406,false,587,7960,-0.33157891987074184,-0.270661347208625,-0.06091757266211684,3,1,0.3333333333333333,0.9478898686276229,0.0647010863566937,-0.6092164024086726,0.2968075686560764,0.35818175172278915,0.8618159203980099,0.9916334661354582,available_equal_weight_local_price_input_reference,ranking_snapshot_uses_prices_available_through_ranking_date_close; execution_lag_days >= 1,evaluation_metrics_must_not_feed_scores_rankings_reports_models_or_auto_adoption,no_automatic_production_activation_claim,missing_v1_6_candidate_match,,,,,,,V2_0_NOT_READY,insufficient_horizon_coverage;insufficient_layer_redundancy_evidence;insufficient_split_or_seed_coverage;missing_input_column:coverage;missing_input_column:data_quality;missing_input_column:stability,universe_survivorship_bias_warning;corporate_action_adjustment_unknown;non_point_in_time_constituent_warning;upstream_row_blocked;insufficient_price_history;missing_exit_price;suspended_or_delisted_like_price_rows_excluded;identical_duplicate_ticker_date_rows_collapsed,"manual_review_priority is a human review queue category, not an automated ordering or action instruction",v1.6 walk-forward dataset is candidate-only evidence preparation for backtest review,"No live trading, brokerage integration, order generation, automatic rebalance instruction, production ranking replacement, valuation scoring, fundamental scoring, expected-return claim, future-return claim, or proven-alpha claim is created by this artifact."
v1_6_walk_forward_backtest_input_v1,walk_forward_fold,walk_forward_fold_ready,sc:ecard:154d648d554b4b22a3d4,,ee_v0_3_20260506_sc_ecard_154d648d554b4b22a3d4,Quant_mvp\backtest_mvp\docs\v0_3_evaluation_evidence\momentum_cohort_1\ee_v0_3_20260506_sc_ecard_154d648d554b4b22a3d4.md,2015-01-02,2025-12-02,2,2018-12-28,2022-07-25,37,recorded_walk_forward_fail,chronological_fold_stability_over_existing_candidate_evaluation_periods_using_no_lookahead_backtest_period_returns,-0.35238703197128507,-0.2250374320330718,-0.12734959993821326,false,740,10772,-0.33157891987074184,-0.270661347208625,-0.06091757266211684,3,1,0.3333333333333333,0.9478898686276229,0.0647010863566937,-0.6092164024086726,0.2968075686560764,0.35818175172278915,0.8618159203980099,0.9916334661354582,available_equal_weight_local_price_input_reference,ranking_snapshot_uses_prices_available_through_ranking_date_close; execution_lag_days >= 1,evaluation_metrics_must_not_feed_scores_rankings_reports_models_or_auto_adoption,no_automatic_production_activation_claim,missing_v1_6_candidate_match,,,,,,,V2_0_NOT_READY,insufficient_horizon_coverage;insufficient_layer_redundancy_evidence;insufficient_split_or_seed_coverage;missing_input_column:coverage;missing_input_column:data_quality;missing_input_column:stability,universe_survivorship_bias_warning;corporate_action_adjustment_unknown;non_point_in_time_constituent_warning;upstream_row_blocked;insufficient_price_history;missing_exit_price;suspended_or_delisted_like_price_rows_excluded;identical_duplicate_ticker_date_rows_collapsed,"manual_review_priority is a human review queue category, not an automated ordering or action instruction",v1.6 walk-forward dataset is candidate-only evidence preparation for backtest review,"No live trading, brokerage integration, order generation, automatic rebalance instruction, production ranking replacement, valuation scoring, fundamental scoring, expected-return claim, future-return claim, or proven-alpha claim is created by this artifact."
v1_6_walk_forward_backtest_input_v1,walk_forward_fold,walk_forward_fold_ready,sc:ecard:154d648d554b4b22a3d4,,ee_v0_3_20260506_sc_ecard_154d648d554b4b22a3d4,Quant_mvp\backtest_mvp\docs\v0_3_evaluation_evidence\momentum_cohort_1\ee_v0_3_20260506_sc_ecard_154d648d554b4b22a3d4.md,2015-01-02,2025-12-02,3,2022-08-23,2025-11-04,36,recorded_walk_forward_fail,chronological_fold_stability_over_existing_candidate_evaluation_periods_using_no_lookahead_backtest_period_returns,0.3326044814411495,0.11241460292313632,0.2201898785180132,true,719,10972,-0.33157891987074184,-0.270661347208625,-0.06091757266211684,3,1,0.3333333333333333,0.9478898686276229,0.0647010863566937,-0.6092164024086726,0.2968075686560764,0.35818175172278915,0.8618159203980099,0.9916334661354582,available_equal_weight_local_price_input_reference,ranking_snapshot_uses_prices_available_through_ranking_date_close; execution_lag_days >= 1,evaluation_metrics_must_not_feed_scores_rankings_reports_models_or_auto_adoption,no_automatic_production_activation_claim,missing_v1_6_candidate_match,,,,,,,V2_0_NOT_READY,insufficient_horizon_coverage;insufficient_layer_redundancy_evidence;insufficient_split_or_seed_coverage;missing_input_column:coverage;missing_input_column:data_quality;missing_input_column:stability,universe_survivorship_bias_warning;corporate_action_adjustment_unknown;non_point_in_time_constituent_warning;upstream_row_blocked;insufficient_price_history;missing_exit_price;suspended_or_delisted_like_price_rows_excluded;identical_duplicate_ticker_date_rows_collapsed,"manual_review_priority is a human review queue category, not an automated ordering or action instruction",v1.6 walk-forward dataset is candidate-only evidence preparation for backtest review,"No live trading, brokerage integration, order generation, automatic rebalance instruction, production ranking replacement, valuation scoring, fundamental scoring, expected-return claim, future-return claim, or proven-alpha claim is created by this artifact."
v1_6_walk_forward_backtest_input_v1,walk_forward_fold,walk_forward_fold_ready,sc:ecard:17f72dcbf14d500ec397,,ee_v0_3_20260506_sc_ecard_17f72dcbf14d500ec397,Quant_mvp\backtest_mvp\docs\v0_3_evaluation_evidence\momentum_cohort_1\ee_v0_3_20260506_sc_ecard_17f72dcbf14d500ec397.md,2015-01-02,2025-12-02,1,2015-01-30,2018-11-29,37,recorded_walk_forward_fail,chronological_fold_stability_over_existing_candidate_evaluation_periods_using_no_lookahead_backtest_period_returns,-0.2254787605033729,-0.15397767517928884,-0.07150108532408406,false,587,7960,-0.33157891987074184,-0.270661347208625,-0.06091757266211684,3,1,0.3333333333333333,0.9478898686276229,0.0647010863566937,-0.6092164024086726,0.2968075686560764,0.35818175172278915,0.8618159203980099,0.9916334661354582,available_equal_weight_local_price_input_reference,ranking_snapshot_uses_prices_available_through_ranking_date_close; execution_lag_days >= 1,evaluation_metrics_must_not_feed_scores_rankings_reports_models_or_auto_adoption,no_automatic_production_activation_claim,missing_v1_6_candidate_match,,,,,,,V2_0_NOT_READY,insufficient_horizon_coverage;insufficient_layer_redundancy_evidence;insufficient_split_or_seed_coverage;missing_input_column:coverage;missing_input_column:data_quality;missing_input_column:stability,universe_survivorship_bias_warning;corporate_action_adjustment_unknown;non_point_in_time_constituent_warning;upstream_row_blocked;insufficient_price_history;missing_exit_price;suspended_or_delisted_like_price_rows_excluded;identical_duplicate_ticker_date_rows_collapsed,"manual_review_priority is a human review queue category, not an automated ordering or action instruction",v1.6 walk-forward dataset is candidate-only evidence preparation for backtest review,"No live trading, brokerage integration, order generation, automatic rebalance instruction, production ranking replacement, valuation scoring, fundamental scoring, expected-return claim, future-return claim, or proven-alpha claim is created by this artifact."
